"ProbeID"	"GeneSymbol"	"CSD0906.1"	"CSD0906.2"	"CSD0906.109"	"CSD0906.110"	"CSD0906.111"	"CSD0906.115"	"CSD0906.116"	"CSD0906.119"	"CSD0906.14"	"CSD0906.18"	"CSD0906.23"	"CSD0906.25"	"CSD0906.26"	"CSD0906.29"	"CSD0906.30"	"CSD0906.33"	"CSD0906.34"	"CSD0906.35"	"CSD0906.39"	"CSD0906.42"	"CSD0906.44"	"CSD0906.45"	"CSD0906.47"	"CSD0906.48"	"CSD0906.49"	"CSD0906.54"	"CSD0906.55"	"CSD0906.56"	"CSD0906.60"	"CSD0906.70"	"CSD0906.73"	"CSD0906.78"	"CSD0906.80"	"CSD0906.82"	"CSD0906.83"	"CSD0906.88"	"CSD0906.90"	"CSD0906.94"	"CSD0906.96"	"CSD0906.98"	"CSD0906.3"	"CSD0906.4"	"CSD0906.5"	"CSD0906.6"	"CSD0906.7"	"CSD0906.8"	"CSD0906.9"	"CSD0906.10"	"CSD0906.100"	"CSD0906.101"	"CSD0906.103"	"CSD0906.105"	"CSD0906.106"	"CSD0906.108"	"CSD0906.11"	"CSD0906.112"	"CSD0906.12"	"CSD0906.120"	"CSD0906.52"	"CSD0906.57"	"CSD0906.58"	"CSD0906.62"	"CSD0906.64"	"CSD0906.65"	"CSD0906.68"	"CSD0906.69"	"CSD0906.71"	"CSD0906.75"	"CSD0906.76"	"CSD0906.77"	"CSD0906.79"	"CSD0906.84"	"CSD0906.85"	"CSD0906.86"	"CSD0906.87"	"CSD0906.91"	"CSD0906.92"	"CSD0906.93"	"CSD0906.95"	"CSD0906.97"	"CSD0906.102"	"CSD0906.104"	"CSD0906.107"	"CSD0906.113"	"CSD0906.114"	"CSD0906.117"	"CSD0906.118"	"CSD0906.13"	"CSD0906.15"	"CSD0906.16"	"CSD0906.17"	"CSD0906.19"	"CSD0906.20"	"CSD0906.21"	"CSD0906.22"	"CSD0906.24"	"CSD0906.27"	"CSD0906.28"	"CSD0906.31"	"CSD0906.32"	"CSD0906.36"	"CSD0906.37"	"CSD0906.38"	"CSD0906.40"	"CSD0906.41"	"CSD0906.43"	"CSD0906.46"	"CSD0906.50"	"CSD0906.51"	"CSD0906.53"	"CSD0906.59"	"CSD0906.61"	"CSD0906.63"	"CSD0906.66"	"CSD0906.67"	"CSD0906.72"	"CSD0906.74"	"CSD0906.81"	"CSD0906.89"	"CSD0906.99"
"65"	"205027_s_at"	"MAP3K8"	" 7.907072"	" 8.009138"	" 7.340690"	" 8.121790"	" 8.152759"	" 8.244963"	" 7.971866"	" 7.544018"	" 8.202097"	" 7.510347"	" 7.578999"	" 8.250743"	" 6.995530"	" 9.070805"	" 8.067272"	" 7.913217"	" 7.996139"	" 8.233809"	" 8.773271"	" 8.232386"	" 7.891676"	" 8.187905"	" 8.816682"	" 7.706152"	" 7.831737"	" 8.648872"	" 8.596786"	" 8.090240"	" 7.096353"	" 8.169382"	" 8.038245"	" 9.212453"	" 8.350491"	" 8.440402"	" 8.540419"	" 8.051743"	" 8.216676"	" 8.040040"	" 8.231806"	" 8.552994"	" 7.617034"	" 7.164471"	"10.672943"	" 8.077702"	" 8.628907"	" 9.759251"	" 9.177869"	" 9.758169"	" 7.697953"	" 9.336280"	" 8.265371"	" 9.152294"	" 8.026448"	" 8.054768"	"10.012738"	" 8.218767"	"10.260989"	" 8.238738"	" 8.083590"	" 8.079306"	" 8.274257"	" 9.276541"	" 8.779114"	" 8.135058"	" 7.968761"	" 8.513731"	" 7.966369"	" 8.059908"	" 8.614990"	" 8.360799"	" 8.615466"	" 8.145524"	" 8.192302"	" 8.335720"	" 8.054493"	" 7.893270"	" 9.350173"	" 8.253170"	" 8.512753"	" 9.044448"	" 7.894469"	" 8.166530"	" 8.754218"	" 8.103658"	" 8.217622"	" 7.705369"	" 8.571674"	" 9.390061"	" 8.131831"	" 8.084368"	" 7.683614"	" 9.430798"	" 8.191336"	" 7.995045"	" 7.919978"	" 7.520472"	" 8.722366"	" 8.346570"	" 9.076142"	" 8.402427"	" 8.291474"	" 8.043345"	" 7.842446"	" 7.575665"	" 8.384582"	" 7.520973"	" 8.361834"	" 9.301539"	" 8.742095"	" 7.979594"	" 7.412340"	" 7.572046"	" 8.048237"	" 7.772698"	" 8.031171"	" 8.057324"	" 8.077124"	" 8.185386"	" 8.434022"	" 8.692021"
"66"	"205148_s_at"	"CLCN4"	" 4.178097"	" 4.392367"	" 4.883441"	" 4.800650"	" 4.481891"	" 4.555981"	" 4.833594"	" 4.554272"	" 4.339171"	" 4.448167"	" 4.472868"	" 4.396209"	" 4.330699"	" 4.950659"	" 4.769437"	" 4.949569"	" 4.351739"	" 5.249916"	" 4.227768"	" 4.408118"	" 4.320269"	" 4.220781"	" 4.969971"	" 4.272039"	" 4.723798"	" 4.310629"	" 4.338699"	" 4.408158"	" 4.510915"	" 4.281779"	" 4.509559"	" 4.643791"	" 4.571785"	" 4.484996"	" 4.879910"	" 4.576250"	" 4.494802"	" 5.148692"	" 4.915425"	" 4.134704"	" 4.440230"	" 4.581462"	" 4.528305"	" 4.355861"	" 4.513752"	" 4.402293"	" 5.063590"	" 5.175953"	" 4.670293"	" 4.426951"	" 4.315768"	" 4.454866"	" 4.333969"	" 4.224019"	" 4.270367"	" 4.279887"	" 4.585728"	" 4.542598"	" 3.903050"	" 5.159522"	" 4.535223"	" 4.440511"	" 4.512893"	" 5.596563"	" 4.495776"	" 4.796445"	" 4.689605"	" 4.623572"	" 4.406535"	" 4.847592"	" 4.735185"	" 5.219710"	" 4.998090"	" 4.653411"	" 4.473783"	" 4.170336"	" 4.391858"	" 4.742529"	" 4.831116"	" 4.274383"	" 4.952756"	" 4.549409"	" 4.408358"	" 4.388457"	" 4.844778"	" 4.513113"	" 4.800030"	" 4.381789"	" 4.991447"	" 4.392045"	" 4.537477"	" 4.452863"	" 4.817716"	" 4.669345"	" 4.218999"	" 4.493745"	" 5.297618"	" 4.077276"	" 4.342083"	" 4.605939"	" 4.574386"	" 4.572073"	" 4.742309"	" 4.815710"	" 4.902303"	" 4.475706"	" 4.821464"	" 4.402820"	" 5.015993"	" 5.206138"	" 4.359258"	" 4.584230"	" 4.935237"	" 4.364139"	" 5.105635"	" 4.586863"	" 4.843777"	" 4.946007"	" 4.376288"	" 4.769563"
"67"	"205149_s_at"	"CLCN4"	" 4.513933"	" 4.488070"	" 4.603492"	" 4.704550"	" 4.722063"	" 4.406278"	" 4.808378"	" 4.698795"	" 4.393831"	" 4.589057"	" 4.149829"	" 4.567340"	" 4.928792"	" 4.587160"	" 4.776785"	" 4.491601"	" 4.534002"	" 4.468272"	" 4.380684"	" 4.685626"	" 4.608729"	" 4.561700"	" 4.759055"	" 4.612764"	" 4.562541"	" 4.464022"	" 4.395095"	" 4.410257"	" 4.591217"	" 4.288868"	" 4.775462"	" 4.582139"	" 4.721945"	" 4.310186"	" 4.478714"	" 4.519713"	" 4.802232"	" 4.844089"	" 4.527501"	" 4.834524"	" 4.643713"	" 4.584533"	" 4.866226"	" 4.430290"	" 4.419696"	" 4.610123"	" 4.763597"	" 4.413471"	" 4.578679"	" 4.459214"	" 4.635023"	" 4.528035"	" 4.564805"	" 4.700793"	" 4.645890"	" 4.436945"	" 4.629332"	" 4.641048"	" 4.482820"	" 5.030664"	" 4.636413"	" 4.540845"	" 4.561587"	" 4.710764"	" 4.479788"	" 4.544986"	" 4.316719"	" 4.572613"	" 4.593437"	" 4.818233"	" 4.671112"	" 4.843070"	" 4.711706"	" 4.437497"	" 4.293015"	" 4.545834"	" 4.633489"	" 4.837871"	" 4.738931"	" 4.447644"	" 4.732444"	" 4.660414"	" 4.503115"	" 4.398304"	" 4.541308"	" 4.554292"	" 4.527399"	" 4.766742"	" 4.663475"	" 4.643682"	" 4.657323"	" 4.304404"	" 4.735907"	" 4.505410"	" 4.395984"	" 4.175117"	" 4.680068"	" 4.500672"	" 4.741272"	" 4.811966"	" 4.490938"	" 4.340894"	" 4.666897"	" 4.536144"	" 4.740493"	" 4.412886"	" 4.724278"	" 4.137754"	" 4.415239"	" 4.939510"	" 4.792959"	" 4.650688"	" 4.528752"	" 4.372212"	" 4.439242"	" 4.454460"	" 4.596642"	" 4.616099"	" 4.478441"	" 4.510733"
"68"	"205193_at"	"MAFF"	" 6.142931"	" 6.502619"	" 6.353202"	" 6.420951"	" 6.766196"	" 6.422766"	" 6.139148"	" 6.036605"	" 6.288923"	" 6.743302"	" 6.268639"	" 6.633705"	" 6.280045"	" 6.748018"	" 6.496921"	" 6.380154"	" 6.477358"	" 6.240658"	" 6.600759"	" 6.093459"	" 6.566609"	" 6.590895"	" 6.556980"	" 6.270044"	" 6.904809"	" 6.348793"	" 6.531373"	" 6.489466"	" 6.138759"	" 6.584350"	" 6.038067"	" 6.555255"	" 6.297279"	" 6.601322"	" 6.179294"	" 6.328282"	" 6.557786"	" 6.208192"	" 6.292683"	" 7.402575"	" 6.403958"	" 6.251634"	" 9.069274"	" 6.738396"	" 6.867714"	" 8.601724"	" 7.744610"	" 8.032074"	" 6.406089"	" 6.287070"	" 6.573821"	" 7.164249"	" 6.373699"	" 6.900830"	" 8.540961"	" 6.561519"	" 8.952464"	" 6.484316"	" 6.317908"	" 6.389862"	" 7.145458"	" 7.111813"	" 6.771040"	" 6.290740"	" 6.310972"	" 6.205841"	" 6.267917"	" 6.239038"	" 6.500962"	" 6.104309"	" 6.674624"	" 6.304590"	" 6.657211"	" 6.312577"	" 6.469208"	" 6.269508"	" 6.694377"	" 6.448378"	" 6.302955"	" 6.925524"	" 6.387793"	" 6.571141"	" 6.778660"	" 6.910801"	" 6.418723"	" 6.406892"	" 6.244554"	" 7.274725"	" 6.631873"	" 5.937793"	" 6.338995"	" 8.285540"	" 6.152002"	" 6.201254"	" 6.272545"	" 6.399416"	" 6.422551"	" 6.376066"	" 6.461241"	" 6.361498"	" 6.476250"	" 6.332948"	" 6.483066"	" 6.620143"	" 6.768330"	" 6.113642"	" 6.207845"	" 7.272634"	" 6.290735"	" 6.837325"	" 6.058701"	" 6.492437"	" 6.527087"	" 6.375388"	" 6.030241"	" 6.226659"	" 6.385924"	" 6.414817"	" 6.329535"	" 6.334438"
"69"	"205229_s_at"	"COCH"	" 5.411983"	" 5.276583"	" 5.130162"	" 4.533477"	" 5.173680"	" 4.642908"	" 5.446684"	" 5.720846"	" 5.528196"	" 4.700933"	" 5.061936"	" 4.851528"	" 5.173767"	" 5.569616"	" 5.565303"	" 5.277097"	" 5.094141"	" 6.242723"	" 7.132965"	" 5.273504"	" 4.922829"	" 4.214018"	" 5.678646"	" 5.737030"	" 5.188628"	" 4.730189"	" 5.829477"	" 4.739860"	" 4.986317"	" 5.917109"	" 5.703575"	" 4.854773"	" 4.626075"	" 6.823732"	" 4.707522"	" 4.903879"	" 6.356932"	" 5.860251"	" 6.061664"	" 6.240399"	" 5.923948"	" 6.597408"	" 5.345845"	" 4.562145"	" 7.004074"	" 5.712793"	" 6.302467"	" 5.727249"	" 5.551292"	" 5.880094"	" 5.301070"	" 5.950778"	" 6.691498"	" 6.844567"	" 5.368999"	" 5.801389"	" 6.306412"	" 5.584705"	" 5.298797"	" 7.303762"	" 5.138988"	" 5.011284"	" 5.005206"	" 5.209117"	" 6.195377"	" 4.693686"	" 6.312792"	" 6.098886"	" 5.724584"	" 5.829037"	" 5.141510"	" 6.118383"	" 6.275276"	" 5.025289"	" 5.716777"	" 4.969047"	" 4.740324"	" 5.926389"	" 5.752328"	" 5.469574"	" 6.288676"	" 6.690024"	" 6.720896"	" 6.472353"	" 7.320616"	" 7.150334"	" 6.503080"	" 5.798303"	" 5.289276"	" 5.737030"	" 6.009775"	" 5.262607"	" 6.313090"	" 5.625627"	" 5.524949"	" 5.529465"	" 7.473691"	" 5.545607"	" 5.607339"	" 5.542726"	" 6.242899"	" 7.407993"	" 6.170744"	" 5.741376"	" 8.634134"	" 5.962847"	" 7.001654"	" 6.808311"	" 6.848396"	" 6.210454"	" 6.927957"	" 5.793245"	" 6.475108"	" 5.879704"	" 7.471433"	" 6.002850"	" 5.677086"	" 6.180449"	" 5.675616"	" 6.071005"
"70"	"205488_at"	"GZMA"	"11.875535"	"10.973805"	"11.902923"	"12.396131"	"11.395118"	"11.578477"	"12.256222"	"11.478436"	"11.707256"	"11.666755"	"12.385894"	"11.971496"	"11.864495"	"12.020353"	"11.823875"	"11.474801"	"12.178671"	"11.227176"	"12.867850"	"11.859612"	"11.710981"	"11.840626"	"12.103693"	"11.673827"	"11.779697"	"11.883496"	"11.831313"	"12.285492"	"11.245843"	"12.785289"	"11.270173"	"11.615528"	"11.873893"	"12.371882"	"11.115631"	"12.396581"	"12.131836"	"11.708888"	"11.199754"	"12.035893"	"11.681961"	"11.719168"	"12.285763"	"12.417745"	"12.256815"	"11.694246"	"11.915575"	"11.320058"	"12.060403"	"12.369515"	"12.297555"	"11.943711"	"12.188282"	"12.038938"	"12.002390"	"11.853429"	"11.643907"	"12.039798"	"12.007329"	"12.646440"	"11.577165"	"12.506520"	"12.254506"	"12.215362"	"11.678363"	"11.671060"	"12.006642"	"11.586688"	"12.473909"	"10.995964"	"11.601964"	"11.836079"	"11.536123"	"11.645077"	"12.460745"	"12.459594"	"11.962834"	"12.001684"	"12.090978"	"12.127025"	"11.531119"	"12.189963"	"12.431646"	"11.747825"	"11.528403"	"11.419088"	"11.645244"	"10.852871"	"11.725381"	"11.503505"	"11.838956"	"11.155017"	"11.129340"	"11.065777"	"11.741898"	"11.530500"	"11.671477"	"10.802357"	"11.311451"	"10.931614"	"11.434634"	"11.210552"	"10.932363"	"11.602086"	"11.156294"	"11.058469"	"11.028248"	"10.870721"	"11.297142"	"11.807461"	"11.835244"	"11.301389"	"11.359869"	"11.093645"	"11.569138"	"11.543146"	"11.800773"	"11.704093"	"11.612944"	"11.057649"
"71"	"205510_s_at"	"FLJ10038"	" 7.598515"	" 7.989945"	" 7.366083"	" 7.376330"	" 7.750267"	" 7.782475"	" 7.342031"	" 7.556230"	" 7.557565"	" 7.888692"	" 7.911849"	" 7.861648"	" 7.666820"	" 7.575430"	" 7.788328"	" 7.424426"	" 7.690786"	" 7.633838"	" 7.834297"	" 7.492103"	" 8.244559"	" 7.769519"	" 8.044092"	" 7.478450"	" 7.632540"	" 7.533671"	" 7.507550"	" 7.513270"	" 7.784833"	" 7.395634"	" 7.476979"	" 7.120557"	" 7.475168"	" 7.824323"	" 7.592734"	" 7.372885"	" 7.699594"	" 7.695872"	" 7.479416"	" 7.045874"	" 7.914249"	" 8.084910"	" 7.825138"	" 8.151165"	" 7.637635"	" 8.013191"	" 8.234361"	" 8.204409"	" 7.634505"	" 7.390169"	" 7.132633"	" 7.614540"	" 7.621464"	" 7.926914"	" 8.245708"	" 7.564125"	" 8.109286"	" 7.634099"	" 7.460652"	" 7.735130"	" 7.608921"	" 7.597526"	" 7.450282"	" 7.406339"	" 7.833784"	" 7.671940"	" 7.559994"	" 7.437834"	" 7.412585"	" 7.484624"	" 7.576367"	" 7.699989"	" 7.400794"	" 7.466833"	" 7.590176"	" 7.727385"	" 7.302086"	" 7.494248"	" 7.248928"	" 7.674026"	" 7.481968"	" 7.250736"	" 7.543344"	" 7.871139"	" 7.583796"	" 7.453841"	" 7.590938"	" 7.548106"	" 7.602491"	" 7.718573"	" 7.496017"	" 7.930612"	" 7.646095"	" 7.789570"	" 7.602113"	" 7.857430"	" 7.537378"	" 7.932487"	" 7.786699"	" 7.958807"	" 7.647301"	" 7.572458"	" 7.477780"	" 7.472221"	" 7.511015"	" 7.563856"	" 7.527586"	" 7.196504"	" 7.561313"	" 7.670696"	" 7.493479"	" 7.569412"	" 7.688893"	" 7.110826"	" 7.460277"	" 7.040819"	" 7.548109"	" 7.482579"	" 7.175346"	" 7.462413"
"72"	"205511_at"	"FLJ10038"	" 8.056305"	" 8.614115"	" 7.829750"	" 7.768846"	" 7.967329"	" 8.460856"	" 8.222028"	" 7.825005"	" 7.991065"	" 8.391141"	" 8.707078"	" 8.577661"	" 8.446090"	" 7.907923"	" 7.952701"	" 8.110275"	" 8.554089"	" 7.833486"	" 8.231596"	" 8.000910"	" 9.150094"	" 9.207084"	" 8.812168"	" 7.739589"	" 8.402726"	" 8.182715"	" 8.185053"	" 8.154695"	" 8.341117"	" 7.974354"	" 7.850399"	" 7.468863"	" 7.704872"	" 8.159396"	" 8.061774"	" 8.188998"	" 8.114965"	" 8.299204"	" 7.749567"	" 7.227250"	" 8.975342"	" 8.884319"	" 8.877227"	" 9.056329"	" 8.498031"	" 9.128368"	" 8.705423"	" 8.775990"	" 7.948446"	" 8.074203"	" 7.751732"	" 7.881668"	" 8.110661"	" 8.485774"	" 9.465849"	" 7.994567"	" 8.751522"	" 8.392699"	" 8.312997"	" 7.686721"	" 8.265035"	" 8.303388"	" 7.788053"	" 7.703627"	" 8.517062"	" 8.374362"	" 8.489481"	" 7.643918"	" 7.697221"	" 7.759047"	" 8.413279"	" 7.669423"	" 7.891203"	" 7.862071"	" 7.732584"	" 8.446839"	" 7.935271"	" 8.375434"	" 7.715617"	" 8.154253"	" 8.135990"	" 8.052797"	" 7.990506"	" 8.334724"	" 8.349718"	" 7.810212"	" 7.984587"	" 8.058685"	" 8.085899"	" 8.276111"	" 7.908659"	" 8.777042"	" 8.153895"	" 8.358891"	" 8.146608"	" 8.119216"	" 7.888566"	" 8.310881"	" 8.182300"	" 8.506253"	" 7.418050"	" 7.623388"	" 7.724130"	" 7.403536"	" 7.544081"	" 8.266079"	" 8.150905"	" 7.457472"	" 8.021562"	" 8.001566"	" 8.043002"	" 7.758325"	" 7.823387"	" 7.727680"	" 8.296032"	" 7.401211"	" 7.726970"	" 7.879258"	" 7.671359"	" 7.837143"
"73"	"205643_s_at"	"PPP2R2B"	" 3.242007"	" 3.057746"	" 3.675808"	" 3.391833"	" 3.382106"	" 3.417249"	" 3.418606"	" 3.359623"	" 3.175536"	" 3.353463"	" 3.534768"	" 3.369975"	" 3.730030"	" 3.368791"	" 3.536193"	" 3.279894"	" 3.308820"	" 3.116770"	" 3.716286"	" 3.381839"	" 3.564245"	" 3.256354"	" 3.476415"	" 3.455444"	" 3.325936"	" 3.024634"	" 3.211630"	" 3.306852"	" 3.247890"	" 3.183344"	" 3.324198"	" 3.320140"	" 3.327800"	" 3.288214"	" 3.186279"	" 3.379845"	" 3.556530"	" 3.321089"	" 3.178831"	" 3.270547"	" 3.472569"	" 3.120867"	" 3.334773"	" 3.223945"	" 3.335814"	" 3.045756"	" 3.222564"	" 3.262773"	" 3.457652"	" 3.239603"	" 3.216781"	" 3.529869"	" 3.383800"	" 3.316893"	" 3.383140"	" 3.383475"	" 3.471955"	" 3.286457"	" 3.083527"	" 3.491795"	" 3.301444"	" 3.292352"	" 3.489611"	" 3.279305"	" 2.961622"	" 3.018444"	" 3.165187"	" 3.328006"	" 3.430346"	" 3.254022"	" 3.439605"	" 3.095332"	" 3.032929"	" 3.170923"	" 3.427048"	" 3.364671"	" 3.565135"	" 3.563908"	" 3.356136"	" 3.387617"	" 3.291432"	" 3.073628"	" 3.432032"	" 3.298069"	" 3.224085"	" 3.503816"	" 3.440588"	" 3.519266"	" 3.286691"	" 3.203453"	" 3.336890"	" 3.282269"	" 3.215815"	" 3.228772"	" 3.048814"	" 2.915240"	" 3.364573"	" 3.217032"	" 3.429301"	" 3.006684"	" 3.059940"	" 3.384249"	" 3.260893"	" 3.113533"	" 2.961367"	" 3.208600"	" 3.445964"	" 3.223200"	" 3.190259"	" 3.343397"	" 3.164797"	" 3.227510"	" 3.322456"	" 3.151022"	" 2.848691"	" 2.997226"	" 3.263835"	" 3.404935"	" 3.350651"	" 3.450849"
"74"	"205891_at"	"ADORA2B"	" 5.774743"	" 5.676922"	" 6.020094"	" 5.909422"	" 5.797078"	" 6.005331"	" 6.009069"	" 6.086677"	" 6.030350"	" 5.462269"	" 5.487136"	" 5.562949"	" 5.213779"	" 6.016068"	" 5.840834"	" 5.899395"	" 5.857274"	" 5.950000"	" 5.851496"	" 5.670220"	" 5.258938"	" 5.399387"	" 5.206501"	" 6.077595"	" 5.869577"	" 6.357607"	" 6.119872"	" 5.839359"	" 5.846558"	" 5.682909"	" 6.275252"	" 6.674818"	" 6.222811"	" 6.113608"	" 6.198525"	" 6.002699"	" 5.779471"	" 5.790697"	" 6.227195"	" 6.359242"	" 5.561601"	" 5.416431"	" 6.334999"	" 5.270675"	" 5.871237"	" 6.705295"	" 6.213084"	" 6.129519"	" 6.059693"	" 6.294372"	" 6.423776"	" 6.217566"	" 5.936683"	" 5.619808"	" 6.390664"	" 5.949298"	" 6.479494"	" 6.036767"	" 6.022863"	" 6.080947"	" 6.320929"	" 6.177545"	" 6.097213"	" 6.005658"	" 6.163961"	" 5.712416"	" 5.753939"	" 6.176485"	" 5.951967"	" 6.050403"	" 6.169575"	" 5.912415"	" 6.133373"	" 6.131407"	" 5.843672"	" 5.982805"	" 6.552029"	" 5.825861"	" 6.685182"	" 6.242578"	" 6.236867"	" 6.715964"	" 6.129552"	" 5.906193"	" 5.986622"	" 6.046265"	" 5.965236"	" 7.051507"	" 6.115366"	" 6.090103"	" 5.995721"	" 6.277639"	" 5.827081"	" 6.298208"	" 5.964127"	" 5.568412"	" 6.439782"	" 5.619391"	" 5.883365"	" 5.954453"	" 6.098071"	" 6.133977"	" 6.204900"	" 6.419191"	" 6.184090"	" 5.887523"	" 6.079810"	" 7.214674"	" 6.552060"	" 5.893171"	" 6.090964"	" 5.991782"	" 6.063864"	" 6.178882"	" 6.016814"	" 6.861383"	" 6.320190"	" 6.136562"	" 6.482545"	" 6.231383"
"75"	"205973_at"	"FEZ1"	" 4.382559"	" 4.534213"	" 4.793958"	" 4.566200"	" 4.544022"	" 4.397903"	" 4.462149"	" 4.416644"	" 4.378684"	" 4.558585"	" 4.451061"	" 4.284613"	" 4.548590"	" 4.277528"	" 4.716363"	" 4.450772"	" 4.337128"	" 4.189990"	" 4.446241"	" 4.655980"	" 4.719839"	" 4.557936"	" 4.418330"	" 4.452367"	" 4.337751"	" 4.407308"	" 4.439211"	" 4.449317"	" 4.314223"	" 4.368445"	" 4.493418"	" 4.373431"	" 4.448843"	" 4.554437"	" 4.317516"	" 4.693723"	" 4.659948"	" 4.280224"	" 4.219853"	" 4.604808"	" 4.298237"	" 4.246381"	" 4.350198"	" 4.460676"	" 4.394726"	" 4.409025"	" 4.363385"	" 4.275888"	" 4.536632"	" 4.571640"	" 4.632840"	" 4.472862"	" 4.553990"	" 4.667862"	" 4.546133"	" 4.615497"	" 4.448352"	" 4.441619"	" 4.476260"	" 4.329959"	" 4.401669"	" 4.610280"	" 4.687737"	" 4.634444"	" 4.495505"	" 4.476823"	" 4.329438"	" 4.367943"	" 4.507509"	" 4.397094"	" 4.248772"	" 4.526594"	" 4.506999"	" 4.392387"	" 4.660070"	" 4.820437"	" 4.551567"	" 4.670966"	" 4.538563"	" 4.647158"	" 4.493187"	" 4.513958"	" 4.459276"	" 4.342113"	" 4.390209"	" 4.425956"	" 4.368499"	" 4.179951"	" 4.489223"	" 4.365434"	" 4.707935"	" 4.488577"	" 4.440502"	" 4.325378"	" 4.634583"	" 4.277557"	" 4.341775"	" 4.181277"	" 4.501690"	" 4.206420"	" 4.342034"	" 4.245325"	" 4.267783"	" 4.513733"	" 4.462862"	" 4.520882"	" 4.261583"	" 4.528341"	" 4.272572"	" 4.524878"	" 4.477379"	" 4.439132"	" 4.379594"	" 4.237467"	" 4.298652"	" 4.303684"	" 4.306685"	" 4.444108"	" 4.516504"	" 4.367231"
"76"	"206020_at"	"SOCS6"	" 5.408680"	" 5.574269"	" 4.865512"	" 5.388214"	" 5.294513"	" 5.396577"	" 5.029355"	" 5.006547"	" 5.540745"	" 4.704976"	" 5.026457"	" 5.359675"	" 4.372509"	" 5.513759"	" 5.117475"	" 5.221285"	" 5.022404"	" 5.395609"	" 5.008905"	" 5.178931"	" 4.695381"	" 4.919496"	" 4.683768"	" 5.094686"	" 5.494666"	" 5.675620"	" 5.444881"	" 5.388214"	" 5.087622"	" 5.309685"	" 5.187912"	" 5.536762"	" 5.165572"	" 5.464235"	" 5.586451"	" 5.164577"	" 5.018533"	" 4.921455"	" 5.362838"	" 5.158187"	" 5.125477"	" 4.863454"	" 5.102743"	" 4.986828"	" 5.492286"	" 4.771427"	" 4.824072"	" 4.970510"	" 4.741452"	" 5.391016"	" 5.215038"	" 6.040948"	" 4.904348"	" 5.363753"	" 4.735474"	" 5.430286"	" 5.155966"	" 5.177682"	" 4.876690"	" 4.899885"	" 5.480176"	" 5.376129"	" 5.357158"	" 5.331791"	" 5.006267"	" 5.451172"	" 5.219185"	" 5.343438"	" 5.335573"	" 5.473235"	" 5.227724"	" 5.441735"	" 5.532486"	" 5.387737"	" 5.081647"	" 4.998905"	" 5.296619"	" 4.681282"	" 5.900223"	" 5.859461"	" 5.572625"	" 5.583146"	" 5.736348"	" 5.301295"	" 5.243171"	" 4.882239"	" 5.451812"	" 5.206391"	" 5.312495"	" 5.462015"	" 4.958565"	" 5.033115"	" 5.390756"	" 5.453417"	" 5.456944"	" 5.282588"	" 5.753352"	" 4.931847"	" 5.452041"	" 4.984892"	" 5.734829"	" 5.721779"	" 5.985995"	" 5.013168"	" 5.754312"	" 5.330993"	" 5.478427"	" 6.371352"	" 5.941026"	" 5.326148"	" 5.037158"	" 5.391649"	" 5.212466"	" 5.849644"	" 5.173963"	" 5.265145"	" 5.244933"	" 5.115690"	" 5.869020"	" 5.913913"
"77"	"206134_at"	"ADAMDEC1"	" 4.241436"	" 4.668599"	" 5.094389"	" 3.995480"	" 4.534068"	" 3.577522"	" 4.312108"	" 4.561456"	" 4.839028"	" 3.964038"	" 3.489050"	" 4.281269"	" 3.761227"	" 4.308350"	" 4.805717"	" 4.631533"	" 4.277449"	" 4.703697"	" 4.747962"	" 4.157448"	" 3.718563"	" 4.062938"	" 3.887481"	" 4.509866"	" 4.277402"	" 4.810999"	" 4.392355"	" 3.903644"	" 3.528880"	" 4.541720"	" 4.474311"	" 4.600521"	" 5.034665"	" 3.880668"	" 4.107132"	" 4.368617"	" 3.974084"	" 3.838616"	" 4.939018"	" 4.062654"	" 4.120314"	" 4.025467"	" 4.233611"	" 3.793454"	" 5.190765"	" 4.292070"	" 3.983867"	" 4.258178"	" 3.508553"	" 4.667156"	" 3.638125"	" 4.157498"	" 4.559370"	" 4.345732"	" 4.464958"	" 4.447591"	" 4.838214"	" 4.111846"	" 4.537588"	" 4.881303"	" 4.235991"	" 3.919082"	" 4.462142"	" 4.220196"	" 4.328543"	" 3.818347"	" 3.719610"	" 4.495163"	" 4.600184"	" 5.186042"	" 4.149348"	" 4.201483"	" 4.211236"	" 5.504470"	" 4.395266"	" 3.591420"	" 4.904152"	" 4.266487"	" 4.613626"	" 5.458223"	" 5.819594"	" 4.279974"	" 5.655448"	" 5.010171"	" 4.800368"	" 4.486134"	" 4.561836"	" 5.233521"	" 4.743071"	" 4.241090"	" 4.068039"	" 4.967385"	" 5.004738"	" 5.545024"	" 4.023352"	" 4.853981"	" 5.151478"	" 3.909060"	" 4.722724"	" 4.519046"	" 4.785337"	" 4.955827"	" 4.853843"	" 4.820487"	" 4.408851"	" 4.241574"	" 5.061012"	" 5.407270"	" 5.285486"	" 4.731679"	" 4.170501"	" 4.441732"	" 4.269529"	" 5.653511"	" 5.009061"	" 4.871757"	" 5.562564"	" 5.660101"	" 4.494010"	" 5.426330"
