"ProbeID"	"GeneSymbol"	"CSD0906.1"	"CSD0906.2"	"CSD0906.109"	"CSD0906.110"	"CSD0906.111"	"CSD0906.115"	"CSD0906.116"	"CSD0906.119"	"CSD0906.14"	"CSD0906.18"	"CSD0906.23"	"CSD0906.25"	"CSD0906.26"	"CSD0906.29"	"CSD0906.30"	"CSD0906.33"	"CSD0906.34"	"CSD0906.35"	"CSD0906.39"	"CSD0906.42"	"CSD0906.44"	"CSD0906.45"	"CSD0906.47"	"CSD0906.48"	"CSD0906.49"	"CSD0906.54"	"CSD0906.55"	"CSD0906.56"	"CSD0906.60"	"CSD0906.70"	"CSD0906.73"	"CSD0906.78"	"CSD0906.80"	"CSD0906.82"	"CSD0906.83"	"CSD0906.88"	"CSD0906.90"	"CSD0906.94"	"CSD0906.96"	"CSD0906.98"	"CSD0906.3"	"CSD0906.4"	"CSD0906.5"	"CSD0906.6"	"CSD0906.7"	"CSD0906.8"	"CSD0906.9"	"CSD0906.10"	"CSD0906.100"	"CSD0906.101"	"CSD0906.103"	"CSD0906.105"	"CSD0906.106"	"CSD0906.108"	"CSD0906.11"	"CSD0906.112"	"CSD0906.12"	"CSD0906.120"	"CSD0906.52"	"CSD0906.57"	"CSD0906.58"	"CSD0906.62"	"CSD0906.64"	"CSD0906.65"	"CSD0906.68"	"CSD0906.69"	"CSD0906.71"	"CSD0906.75"	"CSD0906.76"	"CSD0906.77"	"CSD0906.79"	"CSD0906.84"	"CSD0906.85"	"CSD0906.86"	"CSD0906.87"	"CSD0906.91"	"CSD0906.92"	"CSD0906.93"	"CSD0906.95"	"CSD0906.97"	"CSD0906.102"	"CSD0906.104"	"CSD0906.107"	"CSD0906.113"	"CSD0906.114"	"CSD0906.117"	"CSD0906.118"	"CSD0906.13"	"CSD0906.15"	"CSD0906.16"	"CSD0906.17"	"CSD0906.19"	"CSD0906.20"	"CSD0906.21"	"CSD0906.22"	"CSD0906.24"	"CSD0906.27"	"CSD0906.28"	"CSD0906.31"	"CSD0906.32"	"CSD0906.36"	"CSD0906.37"	"CSD0906.38"	"CSD0906.40"	"CSD0906.41"	"CSD0906.43"	"CSD0906.46"	"CSD0906.50"	"CSD0906.51"	"CSD0906.53"	"CSD0906.59"	"CSD0906.61"	"CSD0906.63"	"CSD0906.66"	"CSD0906.67"	"CSD0906.72"	"CSD0906.74"	"CSD0906.81"	"CSD0906.89"	"CSD0906.99"
"154"	"216517_at"	"IGKC"	" 4.641463"	" 4.243485"	" 4.468568"	" 4.785783"	" 4.858471"	" 4.934104"	" 4.594270"	" 4.148440"	" 3.899389"	" 4.557118"	" 4.026628"	" 4.099914"	" 4.496330"	" 4.546338"	" 4.599946"	" 5.294302"	" 4.129186"	" 4.880241"	" 4.870087"	" 4.491094"	" 4.115120"	" 4.008572"	" 4.789110"	" 4.313355"	" 4.612869"	" 4.291250"	" 4.101177"	" 4.118447"	" 3.867732"	" 4.099439"	" 4.651082"	" 4.751843"	" 4.219355"	" 4.125530"	" 4.809204"	" 4.786553"	" 4.322941"	" 4.588678"	" 5.205929"	" 4.680933"	" 4.480548"	" 4.618000"	" 4.464071"	" 4.105275"	" 4.887586"	" 4.979661"	" 5.651624"	" 4.731683"	" 4.567286"	" 4.732445"	" 4.019576"	" 4.963202"	" 4.906955"	" 3.856651"	" 4.039841"	" 4.266396"	" 4.814268"	" 4.237185"	" 4.335335"	" 5.108657"	" 4.481013"	" 4.318716"	" 4.237240"	" 5.372455"	" 4.277834"	" 4.562293"	" 4.559752"	" 4.993792"	" 4.355163"	" 5.219004"	" 4.563285"	" 5.562004"	" 5.168655"	" 4.870670"	" 4.768871"	" 4.865954"	" 4.132699"	" 4.243485"	" 5.580789"	" 4.804993"	" 4.504846"	" 4.406247"	" 4.643800"	" 4.617854"	" 5.143025"	" 4.706301"	" 5.299415"	" 4.672991"	" 4.067755"	" 4.592182"	" 4.869989"	" 4.305059"	" 4.749799"	" 4.505860"	" 4.438309"	" 4.219035"	" 4.756300"	" 4.358072"	" 4.200248"	" 4.230270"	" 4.620025"	" 5.449647"	" 4.776863"	" 4.644153"	" 5.432498"	" 4.262694"	" 4.656042"	" 4.986356"	" 4.911480"	" 4.865324"	" 4.570422"	" 4.639854"	" 5.250947"	" 4.078131"	" 4.804357"	" 4.677972"	" 4.849961"	" 4.596382"	" 4.694251"	" 4.916457"
"155"	"216748_at"	"PYHIN1"	" 6.896811"	" 6.686116"	" 6.909484"	" 7.031934"	" 6.340868"	" 6.855075"	" 6.928281"	" 6.443731"	" 7.085175"	" 6.984229"	" 7.644803"	" 7.109148"	" 7.002789"	" 6.528069"	" 6.907263"	" 6.473761"	" 6.919148"	" 6.454355"	" 7.714204"	" 6.883051"	" 7.144529"	" 7.500036"	" 7.336684"	" 6.691630"	" 6.533740"	" 6.636565"	" 6.485990"	" 7.279379"	" 6.989383"	" 6.901831"	" 6.543853"	" 6.338547"	" 6.534214"	" 6.849823"	" 6.476497"	" 7.134619"	" 7.086349"	" 6.598737"	" 6.773466"	" 5.849928"	" 6.980551"	" 7.679798"	" 7.238367"	" 7.660461"	" 7.267889"	" 6.653541"	" 6.662157"	" 6.326343"	" 6.713214"	" 6.869245"	" 6.650364"	" 6.307251"	" 6.799408"	" 7.321765"	" 6.563997"	" 6.969255"	" 6.419002"	" 6.784295"	" 7.106685"	" 7.279095"	" 6.515318"	" 6.772266"	" 6.742968"	" 6.813790"	" 6.988357"	" 6.720058"	" 7.099343"	" 5.908924"	" 6.450575"	" 6.563341"	" 6.828020"	" 6.497590"	" 6.637848"	" 6.599411"	" 7.459924"	" 7.210670"	" 6.686135"	" 7.109735"	" 6.450519"	" 6.781519"	" 7.010369"	" 6.647809"	" 7.157566"	" 6.469693"	" 6.684154"	" 6.638926"	" 6.972280"	" 5.955649"	" 6.655719"	" 6.301409"	" 7.247049"	" 6.531842"	" 6.309120"	" 6.928143"	" 6.914208"	" 6.666414"	" 6.449199"	" 7.299771"	" 6.580368"	" 6.920888"	" 6.699234"	" 6.859990"	" 6.503772"	" 6.069271"	" 6.237447"	" 7.071482"	" 6.567650"	" 5.753665"	" 6.764376"	" 6.648111"	" 7.103872"	" 5.696042"	" 6.697706"	" 6.508251"	" 6.335931"	" 6.222692"	" 6.557261"	" 6.431013"	" 6.769164"	" 6.723249"
"156"	"216768_x_at"	"TTC38"	" 5.869411"	" 6.169095"	" 5.913097"	" 5.755542"	" 5.663652"	" 6.129176"	" 5.781371"	" 5.579091"	" 5.872095"	" 6.071955"	" 6.324304"	" 6.005155"	" 6.510551"	" 5.911172"	" 5.666495"	" 5.927571"	" 6.127037"	" 5.795304"	" 6.072234"	" 5.922030"	" 6.136201"	" 6.428730"	" 5.646195"	" 5.903026"	" 5.774537"	" 6.060915"	" 5.933538"	" 5.894650"	" 5.980330"	" 5.620782"	" 5.772310"	" 5.832198"	" 5.736888"	" 5.697549"	" 5.639787"	" 5.984726"	" 6.195630"	" 5.620440"	" 5.630435"	" 5.982419"	" 6.065650"	" 6.559411"	" 5.886163"	" 6.227751"	" 5.789161"	" 5.918617"	" 5.965392"	" 5.709193"	" 6.043397"	" 5.469304"	" 5.482500"	" 6.002523"	" 5.929496"	" 5.966730"	" 6.099901"	" 5.878648"	" 5.959557"	" 5.710964"	" 5.988613"	" 5.799367"	" 6.039455"	" 5.744779"	" 5.441849"	" 5.668386"	" 6.036652"	" 6.023246"	" 5.942915"	" 5.477122"	" 5.551993"	" 5.544756"	" 5.862764"	" 5.629871"	" 5.736550"	" 5.993715"	" 5.939891"	" 5.808710"	" 5.860966"	" 6.055101"	" 5.700111"	" 5.672428"	" 5.884626"	" 5.744277"	" 5.840455"	" 5.785549"	" 5.960918"	" 5.778122"	" 5.771727"	" 5.553352"	" 5.803478"	" 5.939334"	" 5.958784"	" 5.716136"	" 5.864730"	" 5.915634"	" 6.251658"	" 5.910054"	" 5.693750"	" 5.605300"	" 6.014310"	" 6.260429"	" 5.692587"	" 5.454680"	" 5.617116"	" 5.860150"	" 5.587230"	" 5.710400"	" 5.801628"	" 5.684599"	" 5.683219"	" 5.785549"	" 6.116512"	" 5.762653"	" 5.922052"	" 5.578818"	" 5.599752"	" 5.935142"	" 5.720924"	" 5.810809"	" 5.660654"	" 5.990708"
"157"	"217359_s_at"	"NCAM1"	" 3.498608"	" 3.165707"	" 3.703287"	" 3.734137"	" 3.943266"	" 3.819479"	" 3.748549"	" 3.780998"	" 3.225632"	" 3.629625"	" 3.366377"	" 3.750650"	" 3.914532"	" 3.536517"	" 3.749601"	" 3.898539"	" 3.568273"	" 3.510610"	" 3.635014"	" 3.690862"	" 3.631583"	" 3.737992"	" 3.291854"	" 3.752019"	" 3.598121"	" 3.585796"	" 3.399808"	" 3.620427"	" 3.561593"	" 3.620454"	" 4.068239"	" 3.667293"	" 3.739307"	" 3.404669"	" 3.418755"	" 3.898577"	" 3.802732"	" 3.566787"	" 3.946729"	" 3.735510"	" 3.276832"	" 3.350306"	" 3.505484"	" 3.205587"	" 3.243119"	" 3.744114"	" 3.669653"	" 3.445967"	" 3.665673"	" 3.828414"	" 3.714615"	" 3.592044"	" 3.656450"	" 3.802732"	" 3.676597"	" 3.142956"	" 3.519787"	" 3.681348"	" 3.552885"	" 3.918248"	" 4.000452"	" 3.409630"	" 3.706295"	" 3.957626"	" 3.502449"	" 3.244104"	" 3.251815"	" 3.961816"	" 3.528730"	" 3.683151"	" 3.809782"	" 3.708323"	" 3.923872"	" 3.474541"	" 3.524959"	" 3.625490"	" 3.731952"	" 3.725391"	" 3.522488"	" 3.561694"	" 3.291213"	" 3.894084"	" 3.838298"	" 3.640805"	" 3.618990"	" 3.659659"	" 3.701567"	" 3.338826"	" 3.369765"	" 3.792964"	" 3.938647"	" 3.857344"	" 3.544549"	" 3.479646"	" 3.830010"	" 3.265993"	" 3.607346"	" 3.510794"	" 3.951771"	" 4.002745"	" 3.517534"	" 3.547402"	" 3.864034"	" 3.830442"	" 3.484671"	" 3.592409"	" 3.981318"	" 3.368135"	" 3.548493"	" 3.439246"	" 3.527908"	" 3.471953"	" 3.896512"	" 3.209639"	" 3.554851"	" 3.725027"	" 4.011517"	" 3.778132"	" 3.735059"	" 3.590259"
"158"	"217556_at"	"CLCN4"	" 3.224038"	" 3.046644"	" 3.364988"	" 3.288398"	" 3.236614"	" 3.131236"	" 3.763077"	" 3.513616"	" 3.140145"	" 2.878135"	" 3.276314"	" 3.202095"	" 3.073176"	" 3.282339"	" 3.362546"	" 3.261083"	" 3.039222"	" 3.235685"	" 3.185098"	" 3.461802"	" 3.096814"	" 3.368051"	" 3.381258"	" 3.220412"	" 3.439703"	" 2.956969"	" 3.240668"	" 3.392854"	" 3.232167"	" 3.241787"	" 3.243655"	" 3.466962"	" 3.432971"	" 3.224317"	" 3.426590"	" 3.336058"	" 3.337915"	" 3.608298"	" 3.353319"	" 3.339776"	" 3.149578"	" 3.170491"	" 3.283367"	" 3.197417"	" 3.172272"	" 3.115335"	" 3.677789"	" 3.659178"	" 3.198347"	" 3.269810"	" 3.269216"	" 3.272149"	" 3.295225"	" 3.238121"	" 3.125173"	" 3.207273"	" 3.207437"	" 3.322305"	" 3.218087"	" 3.690806"	" 3.200530"	" 3.360902"	" 3.283973"	" 3.710893"	" 2.823832"	" 3.220283"	" 3.234359"	" 3.526611"	" 3.473064"	" 3.408963"	" 3.385575"	" 3.350283"	" 3.360531"	" 3.426009"	" 3.026974"	" 3.140681"	" 3.287339"	" 3.191810"	" 3.382847"	" 3.295818"	" 3.277357"	" 3.255575"	" 3.401861"	" 3.373952"	" 3.505952"	" 3.333338"	" 3.563689"	" 3.252747"	" 3.346338"	" 3.371255"	" 3.268366"	" 3.406287"	" 3.230757"	" 2.997938"	" 3.092076"	" 3.201303"	" 3.487602"	" 3.274985"	" 3.215924"	" 3.464241"	" 3.236836"	" 3.409665"	" 3.669196"	" 3.421789"	" 3.145128"	" 3.419688"	" 3.473108"	" 3.088975"	" 3.566529"	" 3.771574"	" 3.151691"	" 3.326083"	" 3.305635"	" 3.380903"	" 3.205325"	" 3.383141"	" 3.422954"	" 3.319554"	" 3.307707"	" 3.437790"
"159"	"218272_at"	"TTC38"	" 7.321531"	" 6.853012"	" 7.465909"	" 7.581927"	" 7.245971"	" 7.243600"	" 7.756079"	" 7.286930"	" 7.578679"	" 7.195931"	" 7.686286"	" 7.418296"	" 7.258054"	" 7.707387"	" 7.426501"	" 7.426209"	" 9.041942"	" 7.100328"	" 9.039727"	" 8.643447"	" 6.815113"	" 7.125282"	" 7.428918"	" 7.664432"	" 7.372073"	" 7.868383"	" 7.588839"	" 7.303579"	" 7.528224"	" 7.877411"	" 7.229965"	" 7.213621"	" 7.612154"	" 7.785926"	" 7.256935"	" 7.902770"	" 7.213764"	" 7.361919"	" 7.440262"	" 7.877839"	" 7.435994"	" 6.954241"	" 7.776191"	" 8.052142"	" 7.257638"	" 7.505883"	" 7.716858"	" 6.885838"	" 7.113974"	" 7.836545"	" 8.326616"	" 7.927639"	" 7.761016"	" 7.331542"	" 8.013964"	" 7.686784"	" 7.166249"	" 7.916753"	" 8.741827"	" 8.514466"	" 8.036550"	" 8.586095"	" 7.138530"	" 7.911935"	" 7.686246"	" 7.690213"	" 7.822862"	" 7.672252"	" 8.489392"	" 6.836835"	" 6.921199"	" 7.478822"	" 7.333337"	" 7.653923"	" 7.267063"	" 7.904641"	" 7.686239"	" 7.601959"	" 7.616225"	" 7.467052"	" 6.508257"	" 8.070999"	" 8.115862"	" 7.295973"	" 6.979398"	" 7.353682"	" 7.392910"	" 7.321607"	" 7.446329"	" 7.400879"	" 7.385234"	" 6.964327"	" 6.951554"	" 7.043471"	" 7.457660"	" 7.138530"	" 7.917299"	" 7.247223"	" 7.116030"	" 6.815173"	" 7.076539"	" 7.167241"	" 6.767109"	" 7.618347"	" 7.249903"	" 6.574194"	" 6.928271"	" 6.756157"	" 7.247285"	" 8.379163"	" 7.456459"	" 6.815992"	" 7.004538"	" 6.875839"	" 7.424892"	" 7.875965"	" 7.174426"	" 7.323048"	" 7.579497"	" 7.215481"
"160"	"218319_at"	"PELI1"	" 9.872499"	" 9.990488"	" 9.418566"	" 9.678055"	"10.498301"	"10.187169"	" 9.320780"	" 9.987742"	" 9.593925"	" 9.330045"	" 9.789650"	" 9.774045"	" 9.314084"	"10.131928"	"10.073047"	"10.065888"	" 9.567122"	" 9.901331"	" 9.679058"	" 9.587439"	" 9.344727"	" 9.673545"	" 9.860170"	" 9.443758"	"10.005065"	" 9.965690"	"10.061520"	" 9.536898"	" 9.557034"	" 9.680914"	" 9.419911"	"10.291127"	" 9.853844"	"10.234519"	"10.109784"	" 9.715138"	" 9.778091"	" 9.860226"	" 9.836437"	"10.035204"	" 9.711365"	" 9.448307"	"11.880822"	" 9.660882"	"10.095571"	"11.329836"	"10.622511"	"11.175049"	" 9.183753"	"10.527530"	"10.170498"	"10.219458"	" 9.224287"	"10.068304"	"11.524419"	"10.040893"	"11.430004"	" 9.793175"	" 9.399288"	" 9.576108"	"10.061881"	"10.311790"	"10.073642"	" 9.323259"	" 9.372162"	" 9.817820"	" 9.776168"	" 9.865114"	" 9.192055"	" 9.363023"	"10.261863"	" 9.545948"	"10.122767"	"10.178222"	" 9.459250"	" 9.586750"	"10.369956"	"10.034704"	" 9.479537"	"10.172798"	" 9.942930"	" 9.902917"	" 9.966211"	" 9.745371"	" 9.878720"	" 9.609789"	" 9.870034"	"10.058271"	" 9.912102"	" 9.431689"	" 9.400272"	"10.967075"	" 9.910260"	" 9.909316"	" 9.735620"	" 9.910754"	"10.086550"	"10.295163"	"10.084720"	"10.048462"	" 9.917478"	" 9.945197"	"10.096740"	" 9.780806"	" 9.881519"	" 9.106956"	" 9.875246"	"10.745700"	"10.055182"	"10.033015"	" 9.386511"	" 9.199264"	" 9.779389"	" 9.806451"	" 9.436388"	" 9.339768"	" 9.732880"	" 9.876475"	" 9.913830"	"10.159422"
"161"	"218589_at"	"LPAR6"	"10.060352"	" 9.736625"	"10.064224"	"10.135623"	"10.092277"	"10.249634"	"10.633198"	"10.569629"	"10.495397"	" 9.898439"	"10.106913"	" 9.854936"	" 9.939282"	" 9.663885"	"10.030270"	"10.590261"	"10.281142"	"10.097672"	"10.079872"	" 9.988616"	" 9.973688"	" 9.550178"	" 9.831183"	" 9.749861"	" 9.729803"	"10.122253"	"10.114489"	"10.054876"	"10.040800"	"10.256443"	"10.003016"	"10.753271"	"10.412082"	" 9.918277"	"10.252380"	"10.245660"	" 9.957861"	"10.030558"	"10.309418"	"10.402977"	"10.190702"	" 9.709250"	" 9.538664"	" 9.735807"	"10.131608"	" 9.784046"	" 9.628875"	" 9.783742"	"10.073324"	"10.045011"	"10.140975"	" 9.917460"	"10.120556"	" 9.903687"	" 9.111092"	"10.050920"	" 8.899867"	"10.044111"	"10.076147"	"10.204585"	" 9.938275"	"10.373056"	"10.145577"	"10.189548"	"10.179203"	"10.137002"	"10.138139"	"10.337228"	" 9.330200"	"10.184371"	"10.069894"	" 9.465060"	"10.267011"	" 9.832624"	" 9.720917"	" 9.769226"	"10.333944"	"10.005081"	"10.381845"	" 9.813104"	"10.623655"	"10.252728"	"10.532468"	" 9.671322"	"10.546476"	"10.320570"	"10.538269"	"10.378858"	"10.552247"	"10.235928"	"10.106494"	" 9.850633"	"10.301810"	"10.564525"	" 9.802616"	" 9.973845"	"10.330790"	"10.210192"	"10.202939"	"10.268144"	"10.263117"	"10.676866"	"10.002476"	"10.205599"	"10.004930"	"10.321299"	"10.199685"	"10.469939"	"10.377185"	"10.285997"	"10.390334"	"10.341298"	"10.058445"	"10.434969"	" 9.925812"	"10.570303"	"10.435640"	"10.448561"	"10.119132"	"10.349219"
"162"	"219093_at"	"PID1"	" 9.102487"	" 8.379549"	" 8.254238"	" 9.123721"	" 8.706320"	" 8.672228"	" 8.921178"	" 8.529699"	" 8.797869"	" 7.685380"	" 7.965259"	" 7.636340"	" 8.070118"	" 9.071655"	" 8.257248"	" 8.690329"	" 8.173901"	" 8.687660"	" 8.511642"	" 8.030597"	" 7.558778"	" 8.310875"	" 8.314371"	" 8.489500"	" 8.632766"	" 8.684906"	" 8.747480"	" 8.247270"	" 8.363133"	" 8.195921"	" 8.700132"	" 8.453661"	" 8.796594"	" 8.505924"	" 8.789734"	" 8.781792"	" 8.684927"	" 8.761395"	" 9.055856"	" 8.365403"	" 8.104416"	" 7.462740"	" 7.920512"	" 7.872583"	" 8.769765"	" 8.358553"	" 6.911623"	" 8.062772"	" 8.046454"	" 9.063543"	" 8.545634"	" 8.553636"	" 9.058895"	" 8.540582"	" 8.523063"	" 8.864944"	" 7.242240"	" 8.538038"	" 8.372330"	" 8.234760"	" 8.446939"	" 9.116248"	" 8.555336"	" 8.076512"	" 8.458064"	" 8.542373"	" 8.333230"	" 8.844999"	" 9.021898"	" 8.707744"	" 9.123008"	" 8.253841"	" 8.315169"	" 8.966954"	" 8.046646"	" 8.757949"	" 8.712328"	" 9.272890"	" 8.653961"	" 9.272144"	" 8.935580"	" 9.453530"	" 8.491763"	" 8.114965"	" 8.678039"	" 8.847185"	" 9.337333"	" 8.628952"	" 8.630211"	" 8.737189"	" 8.533637"	" 8.392618"	" 9.242470"	" 8.732007"	" 8.882962"	" 8.123768"	" 9.116188"	" 8.036120"	" 9.093070"	" 9.169555"	" 8.854290"	" 9.150168"	" 9.359243"	" 9.510701"	" 7.994914"	" 8.700602"	" 9.279613"	" 9.137502"	" 9.752721"	" 8.310081"	" 8.909483"	" 8.574587"	" 9.168275"	" 9.277069"	" 8.971264"	" 9.152483"	" 9.720541"	" 8.550964"	" 9.000557"	" 9.558178"
"163"	"219159_s_at"	"SLAMF7"	" 8.235135"	" 7.401519"	" 7.877484"	" 7.911280"	" 7.247838"	" 7.349657"	" 8.057859"	" 7.178613"	" 7.563940"	" 7.924364"	" 8.509320"	" 7.819456"	" 7.752789"	" 7.957570"	" 7.963185"	" 8.089204"	" 8.230894"	" 7.536143"	" 8.863259"	" 7.874409"	" 7.874933"	" 7.860201"	" 7.649948"	" 7.728232"	" 7.500601"	" 7.775481"	" 7.644581"	" 7.912896"	" 7.158323"	" 9.176671"	" 7.924605"	" 8.705276"	" 8.523148"	" 8.299185"	" 7.641557"	" 8.448135"	" 8.344158"	" 7.564327"	" 7.509305"	" 8.611453"	" 8.130684"	" 7.790056"	" 8.600501"	" 8.402757"	" 8.300129"	" 8.110949"	" 7.826482"	" 7.410425"	" 8.226066"	" 8.567777"	" 8.254816"	" 7.984654"	" 7.950580"	" 8.006961"	" 8.196009"	" 7.576208"	" 7.639896"	" 7.959317"	" 8.112144"	" 8.212421"	" 7.052946"	" 8.665617"	" 8.666697"	" 8.623612"	" 8.374799"	" 7.908712"	" 8.135259"	" 8.132814"	" 8.238221"	" 7.891448"	" 7.934651"	" 7.968704"	" 7.757951"	" 8.068914"	" 8.472977"	" 8.281792"	" 8.290778"	" 8.339047"	" 8.493212"	" 7.989482"	" 7.950526"	" 7.984429"	" 8.497154"	" 7.276992"	" 7.687629"	" 7.439545"	" 7.420478"	" 7.433194"	" 8.038913"	" 8.089425"	" 7.582393"	" 7.495944"	" 7.688282"	" 7.570633"	" 7.949895"	" 7.804135"	" 7.853708"	" 7.004400"	" 7.380086"	" 7.042997"	" 7.639573"	" 7.580389"	" 7.362238"	" 7.612188"	" 7.528416"	" 7.406449"	" 7.502625"	" 7.638774"	" 7.615819"	" 7.602666"	" 7.663853"	" 7.519521"	" 7.983519"	" 7.932132"	" 8.340033"	" 8.416325"	" 8.141196"	" 8.099846"	" 7.926912"	" 7.578937"
"164"	"219304_s_at"	"PDGFD"	" 6.970346"	" 6.350735"	" 6.969698"	" 7.516952"	" 7.149618"	" 7.207132"	" 7.737347"	" 6.513789"	" 7.062248"	" 7.140171"	" 8.044057"	" 6.752144"	" 6.201986"	" 7.583182"	" 7.406630"	" 6.619175"	" 8.188911"	" 6.825467"	" 8.073468"	" 7.319202"	" 7.139747"	" 7.163111"	" 7.410407"	" 7.014346"	" 7.051819"	" 7.588488"	" 7.377108"	" 7.224566"	" 6.341848"	" 7.293578"	" 6.463456"	" 6.920863"	" 7.442002"	" 7.168314"	" 6.490188"	" 7.917557"	" 7.291812"	" 7.487949"	" 6.335949"	" 7.867320"	" 7.166516"	" 6.567624"	" 7.919174"	" 7.906488"	" 8.326748"	" 7.077448"	" 7.163395"	" 6.735030"	" 7.322861"	" 7.748983"	" 8.067024"	" 7.284779"	" 7.913143"	" 7.431049"	" 7.515894"	" 7.474007"	" 6.846070"	" 8.027779"	" 7.211112"	" 7.589970"	" 7.013719"	" 8.314577"	" 7.696619"	" 7.755245"	" 7.053957"	" 7.704797"	" 7.472270"	" 7.157409"	" 7.873785"	" 6.745663"	" 6.335108"	" 7.480108"	" 7.308898"	" 7.029672"	" 7.740305"	" 7.565702"	" 7.600074"	" 7.613891"	" 7.251783"	" 7.879859"	" 6.735028"	" 7.889908"	" 8.282402"	" 7.703921"	" 6.809256"	" 6.747867"	" 7.605667"	" 6.398702"	" 7.097087"	" 7.053492"	" 6.906302"	" 6.855608"	" 6.090120"	" 6.582953"	" 6.809640"	" 7.090261"	" 7.189815"	" 5.874812"	" 6.807463"	" 6.551542"	" 6.767744"	" 6.563280"	" 6.577623"	" 6.866532"	" 7.459382"	" 6.279251"	" 6.540967"	" 6.360792"	" 6.833559"	" 7.468253"	" 7.171253"	" 6.823464"	" 6.707268"	" 6.132264"	" 6.829906"	" 7.100616"	" 6.957197"	" 7.474639"	" 6.737596"	" 6.610395"
"165"	"219383_at"	"PRR5L"	" 6.781018"	" 5.859544"	" 6.392967"	" 7.131815"	" 6.311210"	" 6.263046"	" 7.239846"	" 6.000552"	" 6.779387"	" 5.975775"	" 7.235747"	" 6.326498"	" 5.868205"	" 7.027031"	" 6.491436"	" 6.560062"	" 7.360865"	" 6.164899"	" 7.614647"	" 6.724896"	" 5.249746"	" 5.463651"	" 6.446758"	" 6.065646"	" 6.088088"	" 6.888245"	" 7.043505"	" 6.542218"	" 5.646136"	" 7.463885"	" 6.059985"	" 6.844376"	" 6.702673"	" 7.182944"	" 6.325683"	" 6.755333"	" 6.654341"	" 6.254394"	" 6.438184"	" 6.678820"	" 6.538804"	" 6.286973"	" 7.150606"	" 7.091036"	" 6.877987"	" 6.563149"	" 6.623736"	" 6.341715"	" 6.886403"	" 7.333906"	" 7.195511"	" 6.942062"	" 6.773172"	" 6.568637"	" 6.864527"	" 6.298520"	" 6.151475"	" 6.982931"	" 6.987811"	" 7.464980"	" 6.316088"	" 7.197634"	" 7.040498"	" 6.954326"	" 6.638800"	" 6.633767"	" 6.928273"	" 6.716524"	" 7.494915"	" 5.929723"	" 6.126941"	" 6.728889"	" 5.994783"	" 6.734610"	" 7.293399"	" 7.135663"	" 6.733889"	" 6.583366"	" 7.104020"	" 6.736557"	" 6.588387"	" 6.874850"	" 7.352218"	" 6.073232"	" 6.956536"	" 6.110648"	" 6.002509"	" 6.238249"	" 6.547428"	" 6.889028"	" 6.505070"	" 5.874362"	" 6.051558"	" 6.479831"	" 6.670297"	" 6.343621"	" 6.855709"	" 5.875921"	" 6.258486"	" 5.673226"	" 7.035200"	" 6.402968"	" 6.154462"	" 5.852619"	" 6.307919"	" 6.364634"	" 6.153588"	" 6.502254"	" 6.540061"	" 6.704492"	" 6.853840"	" 5.748362"	" 5.842978"	" 6.400389"	" 6.709337"	" 6.730968"	" 6.315453"	" 6.340709"	" 6.376686"	" 6.365195"
"166"	"219529_at"	"CLIC3"	" 8.523689"	" 7.740568"	" 7.277391"	" 8.085636"	" 8.508820"	" 8.080325"	" 8.624122"	" 7.208670"	" 8.461260"	" 8.500688"	" 8.580689"	" 8.232366"	" 7.438818"	" 8.541309"	" 7.958182"	" 7.954443"	" 9.458853"	" 8.280350"	" 8.658342"	" 8.505096"	" 8.191662"	" 7.793909"	" 8.384316"	" 8.412433"	" 8.413839"	" 8.251793"	" 8.473436"	" 8.124438"	" 7.914609"	" 8.476253"	" 7.998291"	" 7.619216"	" 8.017568"	" 8.149918"	" 8.040142"	" 8.374511"	" 7.920347"	" 8.555742"	" 7.200402"	" 8.584159"	" 8.062244"	" 7.386033"	" 9.151751"	" 9.143202"	" 8.606185"	" 7.994113"	" 8.046608"	" 8.479593"	" 8.578887"	" 9.006794"	" 8.414249"	" 7.196687"	" 8.862503"	" 7.921401"	" 9.053070"	" 8.958980"	" 8.311626"	" 9.203127"	" 8.636298"	" 8.381598"	" 8.524009"	" 9.544971"	" 9.122353"	" 8.628344"	" 8.073887"	" 8.942420"	" 8.017334"	" 8.473820"	" 9.048889"	" 8.008856"	" 7.804184"	" 7.805414"	" 7.708309"	" 8.400866"	" 8.809402"	" 8.491979"	" 8.560378"	" 7.594752"	" 8.293741"	" 8.941020"	" 7.441575"	" 8.861960"	" 8.637372"	" 7.914970"	" 8.478485"	" 7.909395"	" 8.553651"	" 7.493741"	" 7.907583"	" 9.204411"	" 7.358816"	" 8.103410"	" 6.720502"	" 7.811979"	" 8.897786"	" 7.240706"	" 8.680176"	" 7.661992"	" 8.172109"	" 7.903775"	" 7.539058"	" 7.683170"	" 7.670544"	" 8.959807"	" 8.113036"	" 7.401627"	" 7.874700"	" 7.356537"	" 7.558060"	" 8.072382"	" 7.930312"	" 7.870394"	" 7.995240"	" 8.058832"	" 8.123571"	" 8.214864"	" 7.969956"	" 7.962534"	" 8.140872"	" 8.687586"
